TICKET_NUMBER,TICKET_CREATE_DTTM,TICKET_CREATED_BY,TICKET_TYPE,SAP_CODE,SAP_NAME,REQUESTED_BY,COUNTRY,BL_CD,SERVICE_TYPE,SUBJECT,CALLBACK_DATE,CALLBACK_TIME,REFERENCE_TICKET_NUMBER,REQUEST_MISSING_DOC_DATE,APPROVING_STATUS,APPROVING_DATE,SAP_CREATED_DATE,STAGE,STATUS,TICKET_CLOSED_BY,TICKET_CLOSED_CODE,TICKET_CLOSED_NOTE,TICKET_CLOSED_DTTM
MATE---2025---000013,2025-11-12 21:41:58,GATES,Material,,aTSqcUYhargbywIhSfIDEBHrPpqlqwDjPmBOHnUvDAbojJQwLzjvrFRwfGtsbGSmKwJytmITrdPzwWlqFXHCBPmUORApBfBXELKr,ViAigFxqmcPCNtRJvmeuLMpvBpyKleWrmQAHHYHrdEKYdqfSLCUDZKCeqnIJbQnTyNNkepsYlRgswvrshfFPOmbcLadPmswjVfpV,MZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-29 03:51:03,GATES,Material,,SNnrzdNeXjbtiuJMJtcJhjBUKLjrotTcllRxdUzfFWXikfcghYjBnzshefJZGbfZCIgKhxsdCzkoIwUWxjtyUpugPVjvHxMldEhg,kWLhhpPogCcrnOtHHVqlZTycDVOOkLZRhKTUBDwzjvrygJMdOZnfQaRBubxHHBeUKOqKjTuAZUyljCNklnmTqsHXnBfnbpvMskPK,WV,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-25 07:20:17,GATES,Material,,SXUawSVQYxEzdayHuUpPzSZtvVLSfYRgkNCQhqNTdICHKKmMQCPvHhSxTJkNnrvuBVwXoxfmcivkMlbeYASdktnQPxKVOsIFOQJl,PQCHXxDuNOgYfWXBRxUJoUgZYmhrbBoWCddlHwQchNmWRgCrtdeCLQXCSbpYOCRgTzDjzLQYHmzoyszrTqjkDTbvHgJslkEWJSoJ,UK,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-05 22:11:12,GATES,Material,,bvfJksBdfOPPvdFDEPPPRBRkgARHfXbAPNqoFHWJjPxGjlYEROyzdiavyWgqOujspfGgvUeCvSDNAtNTfIfZZpfyXGZdxiltjKic,WjTTweoyYoQBreAobXnkfzyNvkbORBjwzlfxHfwHDSIXJAprSmSCfiVyvqnRgdAWeOTxZkZpXTQFWYITGDWcSNHgHlGQMHKARQAz,DH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-22 03:16:12,GATES,Material,,UJHMvdJODnXgEilCHGqysNzyDEasDidaLTcektbtyyKDZTPuJstUJrzlQrwKHnQxFjWkQqTHDwGJHNkNynsTrTsUZhDtIsJwKODl,pkGJiTMfEgTwsYZECmNQiGWuGExPUEDuXCyIGFcGtddfKrbSyipZxkzjgFTyoBgMTyZhcLkXMEecflymzGhHFJVNolYurYGtThYf,CY,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-31 11:18:36,GATES,Material,,tjWOhWEQeSxVFUabJbGOSOPbuVhDgNJyQpdQWtcZQRWcuWdCBWjmGfjTTuecLahSBubbrpKOyOUcEvnfztCJrIIDeKXCfAtKqKfM,TMlqAVqYsNiYxaghdxGuvqxJdEpfxpPdbwsZAaplkogvoQLhLJqDOvGmSbsElZYoUtCimfmPGjXQHmDcoiouwjBQEtCubWMGIWJT,TX,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-16 11:31:10,GATES,Material,,JSOqTnXqDYnhbMNMPzxwgZylEJjBnbXLGwfLVndOGKKPpgdtmhmAjnToAqIdWLRUzSnuPQlMYhKhYSlTQEolIQPkRXOsMppgODZU,smJjFdQtNAzYMfkPNoYKQAAQNninzVefsKdBQnwexOrlOKUAINYoHSuisRSARZOttrpXfaoafWlsbwGZjYezQiRJnMtEBDwkqWOF,CF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-24 08:10:16,GATES,Material,,vDWYlCYKZOLRXrPREUhXfWCtWuIgKxXivMBtbBayAIcGWtBSpjiNyGlGyCVHXHNyXJAEpIiLyaxRaEtjHlqFDoZuvBMsCIBuaXnI,NFvpkgbLWZMYAxDTieZmcGtqAdttAfNawYaANzwUioDRPyGQmCxjyPkZKRFTydENOhsOWCNWVIlCQrWXSOSIAYMknrdlvygOgpPd,HN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-15 03:43:19,GATES,Material,,yLDUYVjzAIMhsSmSulugIVslSJJDkZUYQqXPIhzSnxCvISJcBMFDVhNsYngVAZUqZJkYYjDnqZPAxFlozbRkqnciNfObChaobjzE,txqdxaUexOmtfwtMeEOhsKdXOxfykMSvnFhwfvRudCPMljoBgIOJzphDWzlKLVQxIMehqeqyrusjJwOANEQhmhCSnBjdZeyDBgWQ,BC,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-25 02:33:23,GATES,Material,,BjXYaOJiRWJMjVhSluVvpPGyhPGTNgsUCvCoNuqstMznpkxUMNFYyGTeBrhOCAWGylfTWMfSgimMdevfUyJmaGmxFfXPKTLvYYDt,LnlnrRgSalALphfslkaHRyNlTyezHrBPiRQblVjtfEZkHpYcwJrSDLRbJNiPsyowOSLCJHAwWcpWyfWvIiomhbbRgaVeZTakiWTX,XL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-15 16:41:46,GATES,Material,,ElriHgPIXoAyNwHatPXxYqKcMVUfpTaVhlCIPHUscHoUjAkqTlVmEKiUJoitFwaLyuUGvSIgoXIACELbGKfwrGlCXANtDodTOYMv,LQvCPoojWzFcNrdZHJpwLgKInhMdplGMwnqehNTaPyUVjmqXDpIXMwxgcwCOpbCjMMkrQPYfWkzxWSYpELtrxqJAsITdoZVMzZVj,UH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2024-12-24 03:44:02,GATES,Material,,NmZMeCTlRHZNFVeudQPBRPQkpgENQhpYIhgcXxiSbVJXIERomIfnAipeKvVYnzAwutgpyNGzyqNZDLbpFLJkCzbhtNwInYgjvTMC,jBSDwYyRllOMxNxwZaYbJVWtUhgOfGDurpDFolYjfRbhDAvIEhXxkvUmAkTNgUMuQSLUlMowkkSRMwnrUpKGVLtykkDrslDCgMzP,IU,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-23 09:54:22,GATES,Material,,opuEJjHULghIVtMPwAWUosysLJyXqlJEOPFCEIEcnRBTOQWBRQGYxDiLjOnaXddybWFzjlnidBVpAGawfaBcMDRUnfEmjTeSMpEh,TVFEneMdFHUUVedRrfNiWMUUuHPujvJEpMXLbWOQItyQJShVHhQUNiOSZFRHwSoUtyLcGUQIoOmoqTZkbYnwGHoPbuKZoxuPsKCZ,OE,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-10 07:38:32,GATES,Material,,UnwLvIcZzHvaSWrqFNRunUmcgtZFFLuvEjfKPlhBgXxByKrzNRaXMwbEDHoCnbobvlIDtcxQFeDYDMRNNxfCzMWWGQqSrIVUNgbV,vLIZtfTwqAStpEwktZXDmvEkSLmmxEMasVMfLTmaZPBZOxkyddTKteqpyROyOtzTjgPrCaHkBzGMbCulLLOCcQFIGwkOLuUfukcl,QF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-03 07:52:45,GATES,Material,,fRHGQhniqxujJSTDindpjPhEWJwnksbsUbRVBIXdNArLSJaPoqETuAswiHOnrljZimiKBxjhWswUWcHtLYLXzBjazHAPhYVPSsZh,rHBiGPwmnKzJHekkOpIysqDSnmPnfrCVwOiUAlOQdQVCcVvuApqwNVvtsgADZrftrzTlwHlZZtkcEZFqPzyxKFWlandEnVFkipPh,KN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-12-01 07:57:22,GATES,Material,,VAuWLtQkxwOjZSnQsmeBIsHRQBxHwjyusXLwZhwBWgVDKWSPiWtjqtGApNONdygCskqoHAumTluTwKOoRmLvNQuyXYCBrPbXXPOG,rvoiqPPWBBOHiNIAcKmuvGQwEEPLzUieJGbUTWMOfohFdeJaiuymogQcDVZqJBWfKXgAEizMWIJblMxQZqUDtBKQmQXxqbxVPDqB,BL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-19 06:15:05,GATES,Material,,XrjUFcEYlJcEmNNOjiToAZRuZbgwuETErKgOIXuVjjzbCwFKUyJqbWjFNwsZDipbPnIMOHXCFHOPAxFRFZVInknCAfjPBNwDKHki,NrtnrruwakWCHtXpLipeyQYzLuVvCQTNowlBLIDpqaumXYCfQOEFHRQuxBocRkusJsKVZTUzitAVKrdcnyqTXfRkADodHCNooKNm,WA,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2024-12-25 10:24:18,GATES,Material,,eerOLMWMrvYQglmXIJXpnKnAuEHILiWPnSznxQCZeWBBWjPJnkkuMqSAyOiWxSmAUygfvyYXejJxvbdoDRzSeIvQKIPJRkhMJzmk,ZcJCKbwmQcgfYLNgQPMfAbSZpMfYihVdRDgwHwJOXARdWxLkmYoCLLdaackodjYDOfIzEPzLnlYVhAnMsNqKmvPXoblShiquEAek,JB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-08 01:10:29,GATES,Material,,JNHVaEURMMqBSiZChsRWaPnZYBskoQMNYqeUwuGFVPLKSKbNSeRVFOKiUysqdAInuqgXglFpVTsNdBiVrijzpBnRpGgDsBsuhZPS,yuTmsitRwpBtzrtCYVHWhAPDEuBZFpYNbHCAhvaVquTCvNRkDfTompDZTqNGhuAaiYlOAljDEChIuJvEGQHclMVWbzGqQvtdQUbb,IM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-06 05:44:33,GATES,Material,,fQPtMGzhqhbDoenWVZlREjHbeYwEHaZICCHcYnkvSmDaGzSeYetnLZvNKYZGCqbRPbeuIBlBvwSnmqxKMnpDyZlJbdytbKAbEkFe,uAMakJdcgUtGBeJQDdzWAgCEAgGQTrpRigZkzrMvnJZAusWBSrJCEqocRVQPbgftoobypVagTGoWiuiBFBlaJjQQZpGwDoxivedG,KN,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-05-27 15:22:24,GATES,Material,,bamOLAeVNglSitPbdSvQIAfQNfsXDncTvpvSNuLbZWfCWryjVFEOYAffAVBHoPBuSZSSMhUzfpReBkMSRDiyCxdhnfgXBcgiRofv,sEdJGmCispciwrDmtTMZDholGLOhNUMSVnlCPCimvikxhJxjpfDoAOlnOOMODsTfotwtmEBcNqakUvXupnGwKAspBnLhlyBFdqGq,JR,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-06 18:02:18,GATES,Material,,GYWtGbnsRZavHdmWmGJSBLsxaBrkaEfgmjHAIscJufyPYaHeeEFKwviezLoTqypOhroNVVTxTbblVxUxFBKeipkYlClHCvlyNMAd,ASQLcuOBdVVQaHPdKJIJvJWQLWcuQPiVCUcTPAzHcrsUWTIXRJDkDqhmhPDtazIKQWstxoEXaLJLuWBNnBOWSLBRkztItDhOqthS,MO,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-18 20:51:32,GATES,Material,,AtOddxmrnNkLKNtuZhOjaTCXKOAHwcKCXFvrIEzVEsPOGdbWqgrajKotTtvBMJTXGxDamlxzSxWwNrMFqyFXKgjIYJridiXEfkoD,vitlliQNdQsPUkSqULryOhVQmBBkNiLwFJKnYqVhCUVRgZrXjIqgTVJoVRjiywontBRBQBPILXIthCRQWVOWOIPzNhXqzcSkIIkp,VE,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-25 00:40:20,GATES,Material,,jODHuYKNZmEMbIZqjtEBPcYEHrNXWFqfFwOcIjNMRqULKzlIXZmgoXjJjzpVopsJTssLIwlXcdNhsHhptkQOZHYzVfjNCCteiodk,GWBIddzIjfoIjZcOaYdTzSKusjZIBJNNOewFNmkSmWZuxOuqiewvTTArQtLBZFtIqsBJfuYzvsdiVtwNrEYWKOTttJLoccIUkYco,SL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-20 06:18:13,GATES,Material,,vnlzFdpOCnVNfdnuvBCgriizjrfzKUjSGYNIcscGRGPAGhrAWHBfUIwSJNeefivsbJUrlqFpGhWapHqJgGFzaorlUZuCXqPcRyIG,gHXtlhQUOlxPWQbjMTXJcAaSaMLxzkFqOxhYJDePOtTcKrXmvoEuPdIPYxoAwBsYqGrqWpNnTVcQwHtPXLANzVqvcmMHkbrCvoQM,IT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-14 18:59:28,GATES,Material,,uRDiopVpgzVPaxmFgvGIhLSIIzZgpwIXlVtFVqKUdeKbfdiQbxRpyEQBVSTswpYvVnTnQJPXCXbcbZQuxhhACWVGaxdPscvYbsBe,GXwKMzHdNPFHFSOucLgzsQPRLAxDKjAeAqfOhoHZBpuDNqemOIxKKdcUfBoVskvVfBZDPcKwZZoUJSqjsKOkeOuYXGIYHHdqLRaV,EW,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-10 23:19:17,GATES,Material,,KjHiuYvabTJZocHvboiLPeyxSPZIbslxbujIveNCAeHhyWdUZUHFAixTVLnjxyWFGAcqMDkJsKrJuYZFMExUgfDoPaJABYUfBBBW,SbcqXOayCuNmAQUSPTPEGesuHbkBkGHMDYQbsYnKEHUPCipXkorHHMrdjjxhIepFclXgMMqHifQeluRIIbHLYfDOXtqVCDHywPFQ,EW,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-14 09:16:10,GATES,Material,,UfCqtersMiAqMrBvSyRHGlBkrbuiEysgJacjaDvbqVbvvUJshYISlnRoojLtwaWCItKlBUyDuJnXCgynNfLgoZHBJgPexZZOxDzj,PQTdesVuwvdkyZjdIelsNIdhwdBwruLDQxqlcBblyrHMmdTzSIVcbXCPGERdPEyKiaooyGaVVFjtueXLYzHGszvAZQSKKMCCjFcP,WB,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-08 15:09:13,GATES,Material,,jYoxvlKpAjXfgqCiSTtuTIBjfsccuJSNrOjfWfvEDalhySLkPIQxdEwQUespltgjTFwIOOLZeoeXNkRxpaOkyRylGzPTpwJPBajJ,KvcjdYKdNFUqnJNuqmJeMFWPJFAkjCUsOTZbKiIqQlWDnWJLeBwrCgmCAxVMyXgyLyODJpIdiKjPjVCoGMsqOtyXpTJHvVTwCWsT,NI,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-22 08:10:09,GATES,Material,,YFjutoQjbXOoCYDTykMtMeFpMUfHlePeHRnJtoTIcpqcRyhiZBSrvbhszzFhgySShpJbSIdLlFKplSboULfZXTgCtuOUGSjfcWQs,ZOHTpwewafvJYaUjcGcXdSfhvQOuardJYxImlogdSKJefEpfTJtpuHgUqltlviLitKwAmzrAGVulSVcwUAwdWKRIZESsXlzbtmxo,TR,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-20 01:17:20,GATES,Material,,CbkeCCHSASewWOMQBndjdsuXQdilyQlzGDgRRavsQrbPudVCycyVXhbDsTJpZtleHrikbRohbCTbHEmLPVKxbaGafCewJOqGUmbC,zEGJccQVKIzunBPrwZlEeSSBDuZlWJJrpnawMveOGPWlPWAAaKmyLLUdisXIJxErFhheWxAywuNZejjKJRxQmWBAcXzBknRrihSL,QP,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-03 01:06:10,GATES,Material,,rsTRwmYJpinolrJQNCTGGaLrPeCacFemyFBulAZGtVbfRiiazZlQFoFYQNIoMtvnzLQeIYZJhWhOUfwUgbPkprmlsOgBkVnqSRUL,dcBRMsXlSHarsqpMHwDkhwdCRIuGGLsXLbslANCxHqLpnTzNPnFDLDOjFMahyxuiTdicKiiosTTXnvqkpvDVQrJDuTkQoqGdtWMM,PI,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-04 15:08:45,GATES,Material,,OWuSrCoZDCumcPtZBVcskDDelmdPJpABnaVSPjAqjDqOkrXNZbWfpERXUkxobLMLEyrRbdyWtsYyIEoJGSYdkDTBgKMZeCgVcGfg,ZagVSiVvWwpqKQWIHjTAxYCkOelpvLQzwsgdepotYFdphnlNMIzrRzWlDROhRRBQPXPvypJMDUTeyxqpEZMcFuDJsfMzXikKuJmE,GX,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-06 20:34:25,GATES,Material,,XrYebRlOyGBZaukPKOiklEuaqJyiTlROuslwSiDwxuCSXsokPiTXMNsidUQOnuNlfMxmyZqyOdcCptslLTuNNDItbYqEwmWGwYSN,WvqaWgQUkVxaDCnVcpQFiYrMCCcGMmgykirDNUSJpLxciKbIqyicaFamaIiZWXTwSCLxGeSvoTantqJreNEtYmJqmyVzsAWYZkfU,BI,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-28 07:59:39,GATES,Material,,EYqyvnPmBUXMkRMKSdgfqtLEHAleqIHhFUzKyjkFNGtAaItzRHDQYAYxGLdqAijKDQnjYHkwzdfvIlGaAuocWlmrQcikqkAfpEAi,NkCUhqxEUuUvJnYCFIJVFkBkogNgdwkIRCEAJJODpkfoOgJeFDUrnFQfWHQyshDQJuMhLgRDfySDdNjvbaIcpQblGucEWPQAYTZx,YZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-12-05 00:00:49,GATES,Material,,ROIwviVcLiTDqAeAZtOBtpDgJBMNwfYmfBZlGNCkXIrSenWepQxwjLMwiGQRVaVnvGrAuDuhrEkjSXmOhTexVMQjaFbZBpxNNsGD,BzbhHZEodcfFqdeIRBsGbhvubxDsuwQNOLgrDowfIvmOWDGSoItIgJpwaVOgAokxmIHRfJIGdDKtuYUwyOHJDJWioMEzGtfPCdNy,RT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-10 02:09:57,GATES,Material,,FOCksLUqPFemtDlBEdRuYYFNNgXCZyFLdvFVJAPxwZRmiHNDKsQesWaExSPpoAfWXfCmZzAwSMkDqFShozfnitTWWcyrvaxQnzJI,jBpSVUlSlTpbYsOYQTNmKXLKPOGgMzlbkCcJXBdTGPcNdtRrztaVAiZymswpkmFyUNibPChHshBXRbQInfKYUZMBpWDGUtblIiKZ,RL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-27 22:00:59,GATES,Material,,NnneZMDYcXDaNuaDgkZKSNpcIEiGYQaZJUnYBnpkOwWtelJFIpZMGOZjFlWkvxmawHmWUkSAzIQGBORExfmmfUanKVFUfBrbKFAn,KCXnORFuCrqXzycSWDUSKGkYALVmbWKQSucocwSwnwoBcWWKnITDrAATxnUYHyseHyzsMwGCzvzssBTTEeEoJpTIccuoNorlUobY,MW,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-05 12:17:14,GATES,Material,,lEgNTIJIkRyoycJOdtwKJQvvHlyaollxutkQBYsjroHqHXCWMzOGLdpTQCSNwAqWyTfSpOTESCKtzRywjJuHfKLyiArKGdKBLvfK,ebabEmCdgoEKJGQqunwugHlczLxdtLwbjuroedgjLbSMldvfjiUefTyHQrOlVgSbZpmdyJDqhuEBLrGCEbeVTJmKPzgHFWCltniA,JJ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-12-09 20:57:12,GATES,Material,,oBleAzjaQVJuWyHxrENHkTLBIlzQeqlOtNGYfwuGhemEtyMNmqZSkwXMPlfebbgDuRzfFvFXRPgPqxNrUpwbrPqKTQcSdWjAFcuL,UqtVGrkwWXXnApYsrGQVJUbMYwwKkffFWFtfZrxJfJOwlDJaIGtOCDavdFevUpzHsokUXHjFEjrNKfDnhGPMgteFgQBjRHNZPxBT,BD,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-01-30 18:35:02,GATES,Material,,mCqJLaaPjkpWNYEaeBAKBFeeNNSewlDNIyePJOmdVcOimMseSlPyIurnOhQnmuPNsKiTLYrTAgDGIezaVuDahSGWelMLGUlOVwvf,FOWDIlcEtpOPPPKGbtRbUMHAjLRFyUpxDFsHlbrMReXvoytzqpxwDkvRIdRSyOyZucgzzubQAOaNgDStSJhPoOaObPuKERTpuhey,WL,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-07-07 01:28:11,GATES,Material,,nioIMmABWWniLrxEppNOLbrknZYsOSOJuHRHquIDLYHdILAWMMWIeWoQlSxgamSsCvPZjEaWrkmQDHlLCkiMAkqTPLbnOPbVBDYc,sVjSFcSNiwvmmHQQFeZsNKwGjzcIQtsyodXAeBPloJyQRwyadivvAEZbHvSLwaKjqlMGuIIHqzuqAXZlpoiUpgxMDiPZpJQcRaJZ,FZ,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-15 02:49:26,GATES,Material,,NrzNDJYliGbcfUmHhdYNDUTocdydpozsgwNihZaePdMOaDPFhHKIXcOSsHBhbWCnzWwIdWEUZGlwDsRgeEpmpDTtuBhLsNOjOtEs,EWVqZHwGGnoknAOaaVnNyQQOBdGcfRgQljKgYpeJoObxgZWOCxDKIWkgCySYZxxfQwBFyimdBJkRvUEuVUrIttgKvYDYvRyPMuJk,MT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-03-08 20:50:53,GATES,Material,,RsGocQTeMEaLMEKvQDoOoWvYCYgBPYjOfzNkQIcnpCkPlIgoTDUovFrqcnZsbziczncFGtzWpTMMKOQoUsHBHfilTCUVPrsvlqJQ,AFXHIvaoidiVgaxQoOaeIulSlMayoWSfUYHUZcKIliGrEhsFpFfvcavBRzzZzFfpHrqyXJuCBxGGsFCjjmUsvpaaiscTsClYyTqj,CD,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-07 18:20:04,GATES,Material,,aOGyKNkCspfPKkntOkjafzAeGvQjGPleuCjuJdPPSBfRKSQVwdGsCAOzULpbEYKJRmgGqRiljoYaDaKNrzIdvXjeEpmHhqiXokGT,JJQQiMaNlDyadToQkfAvaHYgrLLIhIxYZrBZgvrEtYEdUQcDMRmotCyDxMiGfWfiFabmDthBDJLPFivBZStcFsuoKhrudVuEcXPJ,ND,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-16 02:02:52,GATES,Material,,KtsUOQAdvspocCNobZgstrzzetpuoNQfnbAKHStIorngBCmrFxqBgZAqIuMEbMjbLuYrVnPLybjjxgCYmtNbBVLhQfoWCbvwqIUd,IqPQKYDQLwUBctCIQsRGwbGtStkzIzZIBqxerOJNvTodZwtzxAVxfqJJPgCdPZycWGZyQoOttiQkteoWFLczmVuzRdDwNLNxgzPy,LF,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-10-31 21:05:52,GATES,Material,,eXZlpywAIOfrdXaaQLHEZfgwWpLlQZqYkNwfMzJfgWxiaNfkSblkfGuvgYhCtXANbfutsygYSrYgZyCsiyxEodwzNPsTJXoHlGxv,OveHNVypqGTkBvqUlWgtstxSXClmCntfsAWQXToCOcuYMxqcDjwFGHpvskXOGJLyAVCeRuHpYusCrBCDGylAqnDPEubNxZDIkunm,PT,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-08-18 01:58:32,GATES,Material,,aADhuAhcQjpUavBmbWwgGYkGAUwXrZpoFhhcyzOmRbRLNteDIPAbDmSYpmgBqiLxQXYFofmxONDJhBSewFkfdTAaECPCcdFlDCYo,OKaSAYaUCRLdueJmAiHCHRHvOsjxMhmPtPkngnVdqbrjQhJkjdcRMiwxDAZQCgPXrBwyQsoslOfgIKBdYdMDMSsQelYiAZVofcFK,NH,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-06-08 21:00:18,GATES,Material,,FOmqvniJCCpKhISWcHleeBweXaMlVEfelRYkIoSWPIrtxANeiKhUEHyEschqBwETtRuXtWbiOfyAkHsTuEotEBoppMOTZtgEeONe,SaVCGXKaVfFXLkabNttbwfCUyqPlZKEMzIAEPfoCLkpxXnFLUVWSLOhLuOkYonBHUPEgajapfexaCsDsQFuzuisbIHMWQuQYbNAj,XY,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-04-15 15:52:50,GATES,Material,,FDEHMpguOniFVBuLWNBWfuuGyYodVwgIWRgqfpzGeJOzLfmgZdHTBeLwuFAHsLmUkPWhMMKqUeBFBjJLFJlTJzYvxBMPWLDTejSQ,svSRzmbQamtpjbYBHmOTBXpGrBscfZQIHBgxJOiWlXEwUrActaRAylcvaAcIeaSAYoAbGiGbHsvLTJEGgopFeDqAmLAUzMeeIAnZ,ME,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-02-15 11:35:59,GATES,Material,,YYvMaEywbgvEaUsVZcAoLqeIuuMaWhyDAvnxAWpWRsWxqPbHeItTFScMkkbOoTruyvLKaXqLwSmgHxygpdPnyZkNEDXtjeMnRfIZ,SUuuoAMfbLtBEJxtBZGeOiIhzUGeQRMvwJStVlpNpbTSVGzSMRhtLQqohlqlOGZbalLaaqneOcvblnVVOWzujWOsOADOoEcdRmwI,UD,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-11-27 20:21:03,GATES,Material,,BwrDkRkSkrMBeDOraupmKrxlLkBBqOnvIsiunzNbsTReISkhEtMgJPIgXYrrkxdZeKDTpGKqWeFoewnhdUEAlKqtElyWVLVvaRXa,XShiczpZJiBxBHXVNdTEoKIfNxXbcwQTCBcgbqqJWAmZrAeAmQWDXplAyGGIPYSAWtDLHQhQpMfuozzMoFuWTMvxomxtBAaISonY,EM,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-02 19:53:09,GATES,Material,,hqjqPfCJqPHHYhruMZaGssggOTudaQNWxnAejUefpYVrTJEGkMBlbjxVvCbgVonoLCUpdZwXemXUdbsWGvODyiLJFkDvIhpmEqQq,OZXeyygCfGSmWsdZnqIMPKQCchvKupEyAbcjUibVSKbTRxhrUVLYuRxgBTqqnmVsLWEGqFPndGjulhIvugEZSPfQkTCxiXKngkPY,LS,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
MATE---2025---000013,2025-09-18 16:05:40,GATES,Material,,dzntGSasuLxfaAzsDBgTiVBMdlQdDHjKPeynOsvJwgIyrsEYCJQbhJfouhgsPPhwTbIjrFiBmcPcPJCohWsCXUrEYCeknDSbtMer,SeYUajvEXSjICfUBiAdpBmpkcUOZcLTZKFYIwPegmOmVQTfOPFGBukMbicdYpqLpdkwdIrIWlFNwXHZKqoFAtmXjmWuXlWftjcfn,SK,,Creation,,,,,,,,,0 SaveDraft,Open,,,,
